date	old_codes	new_codes	tables	line_numbers	description
2018q2	New code	793196205	 620_matrix, 720_matrix	 70:3, 70:3	Domestic financial sectors; trade credits and advances; liability (IMA)
2018q2	New code	793170005	 Flows_matrix, Levels_matrix	 36:12, 26:12	Domestic financial sectors; trade payables; liability
2018q2	New code	784022095			Private depository institutions and money market funds; debt securities issued by non-depository financial institutions; asset
2018q2	New code	784022085			Private depository institutions and money market funds; debt securities issued by private depository institutions; asset
2018q2	New code	784022065			Private depository institutions and money market funds; debt securities issued by the rest of the world; asset
2018q2	New code	784022045			Private depository institutions and money market funds; debt securities issued by nonfinancial businesses; asset
2018q2	New code	784022035			Private depository institutions and money market funds; debt securities issued by the federal government; asset
2018q2	New code	783069193			Private depository institutions and money market funds; commercial paper issued by non-depository financial institutions; asset
2018q2	New code	783069185			Private depository institutions and money market funds; open market paper issued by private depository institutions; asset
2018q2	New code	783069183			Private depository institutions and money market funds; commercial paper issued by private depository institutions; asset
2018q2	New code	783069163			Private depository institutions and money market funds; commercial paper issued by the rest of the world; asset
2018q2	New code	783069143			Private depository institutions and money market funds; commercial paper issued by nonfinancial corporate businesses; asset
2018q2	New code	783063093			Private depository institutions and money market funds; corporate bonds issued by non-depository financial institutions; asset
2018q2	New code	783063083			Private depository institutions and money market funds; corporate bonds issued by private depository institutions; asset
2018q2	New code	783063063			Private depository institutions and money market funds; foreign bonds; asset
2018q2	New code	783063043			Private depository institutions and money market funds; corporate bonds issued by nonfinancial corporate businesses; asset
2018q2	New code	783062143			Private depository institutions and money market funds; municipal securities issued by nonfinancial corporate businesses; asset
2018q2	New code	783062123			Private depository institutions and money market funds; municipal securities issued by state and local governments; asset
2018q2	New code	783062113			Private depository institutions and money market funds; municipal securities issued by nonprofit organizations; asset
2018q2	New code	783061793			Private depository institutions and money market funds; agency- and GSE-backed securities issued by non-depository financial institutions; asset
2018q2	New code	783061735			Private depository institutions and money market funds; agency securities issued by federal government; asset
2018q2	New code	733094705	 F.232, L.232	 21, 21	Holding companies; net transactions due from own subsidiaries; asset
2018q2	New code	714022035			Monetary authority; debt securities issued by the federal government; asset
2018q2	New code	713061793			Monetary authority; agency- and GSE-backed securities issued by other financial corporations; asset
2018q2	New code	713061735			Monetary authority; agency securities issued by federal government; asset
2018q2	New code	634090000			Money market funds; total financial assets, excluding checkable deposits and currency 
2018q2	New code	633069185			Money market funds; financial commercial paper; asset
2018q2	New code	633069163			Money market funds; asset-backed commercial paper; asset
2018q2	New code	633069113			Money market funds; nonfinancial commercial paper; asset
2018q2	New code	633063023			Money market funds; foreign sovereign bonds; asset
2018q2	New code	633063005	 F.121, F.213, L.121, L.213	 11, 33, 11, 33	Money market funds; corporate and foreign bonds; asset
2018q2	New code	544490075			Life insurance companies, general accounts; invested assets held by U.S. captive reinsurers 
2018q2	New code	543469173			Life insurance companies, general accounts; commercial paper held by U.S. captive reinsurers; asset
2018q2	New code	543465673			Life insurance companies, general accounts; farm mortgages held by U.S. captive reinsurers; asset
2018q2	New code	543465575			Life insurance companies, general accounts; commercial mortgages held by U.S. captive reinsurers; asset
2018q2	New code	543465473			Life insurance companies, general accounts; multifamily residential mortgages held by U.S. captive reinsurers; asset
2018q2	New code	543465173			Life insurance companies, general accounts; home mortgages held by U.S. captive reinsurers; asset
2018q2	New code	543465073			Life insurance companies, general accounts; mortgages held by U.S. captive reinsurers; asset
2018q2	New code	543464273			Life insurance companies, general accounts; mutual fund shares held by U.S. captive reinsurers; asset
2018q2	New code	543464073			Life insurance companies, general accounts; corporate equities and mutual fund shares held by U.S. captive reinsurers; asset
